Name in English,Countries,ISO639-3 codes,Degree of endangerment,Number of speakers,Latitude,Longitude
Kulina Páno,Brazil,xpk,Severely endangered,20,-5.6597,-71.5429
Leco,Bolivia (Plurinational State of),lec,Critically endangered,20,-15.586,-67.9064
Loun,Indonesia,lox,Critically endangered,20,-2.8717,128.8366
Mander,Indonesia,mqr,Critically endangered,20,-2.4341,138.7284
Mangarla,Australia,mem,Critically endangered,20,-20.159,122.6513
Maringarr,Australia,zmt,Critically endangered,20,-14.1525,129.6166
Nataoran,China,ais,Critically endangered,20,24.0088,121.5898
Nez Perce,United States of America,nez,Critically endangered,20,46.4347,-116.8268
Nisvai,Vanuatu,psw,Critically endangered,20,-16.4492,167.7117
Nyamal,Australia,nly,Severely endangered,20,-21.4019,119.3225
Nyikina,Australia,nyh,Severely endangered,20,-18.2613,124.6179
Panamint,United States of America,par,Critically endangered,20,36.4555,-116.8666
Pite Saami,"Norway, Sweden",sje,Critically endangered,20,66.0447,17.8857
Qawasqar,Chile,alc,Critically endangered,20,-49.6391,-74.3554
Red Gelao (Viet Nam),Viet Nam,gir,Critically endangered,20,23.1666,105.25
Somyev,"Cameroon, Nigeria",kgt,Critically endangered,20,6.9318,11.5136
Ume Saami,Sweden,sju,Critically endangered,20,65.1091,18.2153
Usku,Indonesia,ulf,Critically endangered,20,-3.5449,140.7499
Vote,Russian Federation,vot,Critically endangered,20,59.5858,28.4518
Wajarri,Australia,wbv,Severely endangered,20,-26.8841,116.6748
Wambaya,Australia,wmb,Critically endangered,20,-17.7696,134.923
Warekena (Brazil),Brazil,gae,Critically endangered,20,0.7909,-68.3789
White Gelao (Viet Nam),Viet Nam,giw,Severely endangered,20,23.2,105.3333
Mixtec of Tlaltempan,Mexico,None,Definitely endangered,19,18.6166,-98.0833
Uruak,Venezuela (Bolivarian Republic of),atx,Critically endangered,19,3.9957,-63.5888
Pacahuara,Bolivia (Plurinational State of),pcp,Critically endangered,18,-11.4369,-65.6762
Ririo,Solomon Islands,rri,Critically endangered,18,-6.91,156.9671
Ava-Canoeiro,Brazil,avv,Critically endangered,16,-14.0847,-48.0418
Chorotega,Costa Rica,None,Critically endangered,16,9.8991,-83.6855
Ainu (Hokkaido),Japan,ain,Critically endangered,15,43.2612,142.8222
Jaminjung,Australia,djd,Severely endangered,15,-15.2417,130.5725
Mwesen,Vanuatu,msn,Critically endangered,15,-13.874,167.5415
Sechelt,Canada,sec,Critically endangered,15,50.0846,-123.7437
Tanana,United States of America,taa,Critically endangered,15,64.605,-149.0625
Ingalik,United States of America,ing,Critically endangered,14,62.1655,-156.3134
Jingulu,Australia,jig,Severely endangered,14,-17.3716,134.187
Zapotec of Mixtepe,Mexico,zpm,Critically endangered,14,16.2666,-96.3666
Woria,Indonesia,wor,Critically endangered,13,-2.4011,136.4886
Aruá,Brazil,arx,Severely endangered,12,-12.0285,-64.7094
Han (United States of America),United States of America,haa,Critically endangered,12,64.7837,-141.2172
Hupa,United States of America,hup,Critically endangered,12,41.7624,-123.7028
Karuk,United States of America,kyh,Severely endangered,12,41.7929,-123.3763
Makah,United States of America,myh,Critically endangered,12,48.3658,-124.6118
Ngaatjatjara,Australia,None,Severely endangered,12,-25.1651,127.3535
Ngaliwuru,Australia,djd,Critically endangered,12,-15.5595,131.0614
Ofayé,Brazil,opy,Critically endangered,12,-21.361,-52.0532
Umpila,Australia,ump,Severely endangered,12,-13.0366,143.3386
Yurok,United States of America,yur,Critically endangered,12,41.0607,-124.1413
Kinikinau,Brazil,gqn,Critically endangered,11,-21.0685,-56.2765
Wagiman,Australia,waq,Severely endangered,11,-14.1845,131.6546
Achumawi,United States of America,acv,Critically endangered,10,40.8816,-122.6715
Arho,New Caledonia (France),aok,Critically endangered,10,-21.274,165.0503
Arikara,United States of America,ari,Critically endangered,10,47.648,-101.8327
Ayizi,China,yyz,Critically endangered,10,24.5964,103.7329
Bangsa,Vanuatu,None,Critically endangered,10,-16.146,167.389
Ch'orti' (Honduras),Honduras,caa,Critically endangered,10,14.9364,-88.865
Chung (Thailand),Thailand,scq,Critically endangered,10,14.4897,99.1661
Copper Island Aleut,Russian Federation,mud,Critically endangered,10,54.7753,167.5662
Gros Ventre,United States of America,ats,Critically endangered,10,48.4824,-108.7639
Gweno,United Republic of Tanzania,gwe,Critically endangered,10,-3.7135,37.6501
Hoti,Indonesia,hti,Critically endangered,10,-3.0143,130.3692
Hulung,Indonesia,huk,Critically endangered,10,-2.8614,128.5606
Ibu,Indonesia,ibu,Critically endangered,10,1.5269,127.5265
Iranxe,Brazil,irn,Critically endangered,10,-12.6939,-57.843
Kamarian,Indonesia,kzx,Critically endangered,10,-3.4366,128.5345
Karajarri,Australia,gbd,Critically endangered,10,-19.0205,122.3437
Karipuna,Brazil,kuq,Definitely endangered,10,-10.2284,-64.5556
Katawixi,Brazil,xat,Critically endangered,10,-8.8416,-66.0937
Kawaiisu,United States of America,xaw,Critically endangered,10,35.0589,-118.4026
Khövsgöl Uryangkhay,Mongolia,None,Critically endangered,10,50.9722,101.3159
Krenak,Brazil,kqq,Critically endangered,10,-19.1937,-41.1527
Kurrama,Australia,vku,Critically endangered,10,-21.6383,117.9711
Lardil,Australia,lbz,Critically endangered,10,-16.5526,139.3176
Lom,Indonesia,None,Critically endangered,10,-1.6751,105.8917
Lorediakarkar,Vanuatu,lnn,Critically endangered,10,-15.1967,167.0498
Madngele,Australia,zml,Critically endangered,10,-13.3789,130.5395
Malak Malak,Australia,mpb,Critically endangered,10,-13.7713,130.6384
Manchu (Amur),China,"juc, mnc",Critically endangered,10,49.7666,127.5
Manchu (Nonni),China,"juc, mnc",Critically endangered,10,48.0083,124.3542
Mandan,United States of America,mhq,Critically endangered,10,47.5165,-102.2461
Marrisyefin,Australia,zmj,Critically endangered,10,-13.934,129.8254
Massalat,Chad,mdg,Critically endangered,10,12.7635,20.5993
Matanvat,Vanuatu,None,Critically endangered,10,-15.8972,167.1947
Matipu,Brazil,mzo,Critically endangered,10,-12.2366,-53.1875
Mawayana (Brazil),"Brazil, Suriname","mpw, mzx",Critically endangered,10,-0.9447,-58.2495
Munsee (Canada),Canada,umu,Critically endangered,10,42.57,-81.879
Naati,Vanuatu,None,Critically endangered,10,-16.515,167.4645
Ngardi,Australia,wpb,Critically endangered,10,-20.6327,128.5839
Ngbinda,Democratic Republic of the Congo,nbd,Critically endangered,10,4.6092,27.0812
Northern Paiute (Idaho),United States of America,pao,Critically endangered,10,43.0439,-112.4566
Nusa Laut,Indonesia,nul,Critically endangered,10,-3.6833,128.8
Oneida (Wisconsin),United States of America,one,Critically endangered,10,44.5158,-88.0075
Onondaga (New York),United States of America,ono,Critically endangered,10,43.047,-76.1422
Osage,United States of America,osa,Critically endangered,10,36.6683,-96.3316
Parintintin,Brazil,pah,Critically endangered,10,-6.5773,-61.7871
Pawnee,United States of America,paw,Critically endangered,10,36.3372,-96.8032
Puari,Papua New Guinea,pux,Critically endangered,10,-2.8689,141.6577
Rembarrnga,Australia,rmb,Critically endangered,10,-13.3896,133.6706
Sene,Papua New Guinea,sej,Critically endangered,10,-6.3753,147.7825
Sowa,Vanuatu,None,Critically endangered,10,-15.8609,168.1842
Susuami,Papua New Guinea,ssu,Critically endangered,10,-7.2044,146.5493
Taap,Papua New Guinea,wnc,Critically endangered,10,-6.146,146.3955
Tape,Vanuatu,None,Critically endangered,10,-16.0953,167.3094
Ter Saami,Russian Federation,sjt,Critically endangered,10,68.0638,38.7063
Thao,China,ssf,Critically endangered,10,23.8808,120.9206
Tule-Kaweah Yokuts,United States of America,yok,Critically endangered,10,36.0269,-118.7213
Tundra Enets,Russian Federation,enh,Critically endangered,10,71.6973,83.5839
Wichita,United States of America,wic,Critically endangered,10,35.0647,-98.2788
Xambioá,Brazil,kpj,Critically endangered,10,-7.1717,-49.1583
Yawalapiti,Brazil,yaw,Critically endangered,10,-12.1702,-53.3365
Yiiji,Australia,wub,Critically endangered,10,-15.8458,127.6281
Arára Shawãdáwa,Brazil,knt,Critically endangered,9,-8.581,-72.29
Kuuku Ya'u,Australia,kuy,Critically endangered,9,-12.0185,142.8112
Ngandi,Australia,nid,Critically endangered,9,-13.6459,135.2087
Ngarluma,Australia,nrl,Critically endangered,9,-21.1664,117.3339
Zaparo,"Ecuador, Peru",zro,Critically endangered,9,-2.2186,-76.5087
Ongota,Ethiopia,bxe,Critically endangered,8,5.3207,37.2244
Ajuru,Brazil,wyr,Severely endangered,8,-12.0178,-64.7534
Araki,Vanuatu,akr,Critically endangered,8,-15.6322,166.9413
Ayapanec,Mexico,None,Critically endangered,8,18.2241,-93.1108
Busuu,Cameroon,bju,Critically endangered,8,6.8282,10.1087
Chamicuro,Peru,ccc,Critically endangered,8,-5.5285,-75.5969
Dumi,Nepal,dus,Critically endangered,8,27.3095,86.7521
Kayardild,Australia,gyd,Critically endangered,8,-17.1197,139.4604
Munichi,Peru,myr,Critically endangered,8,-5.8182,-76.1846
N|uu,South Africa,ngh,Critically endangered,8,-28.5169,21.4453
Xetá,Brazil,xet,Critically endangered,8,-23.2867,-53.3935
Kiksht,United States of America,chh,Critically endangered,7,44.2708,-121.2871
Makolkol,Papua New Guinea,zmh,Critically endangered,7,-4.8994,151.6827
Akuntsu,Brazil,None,Critically endangered,6,-13.1169,-61.018
Anambé,Brazil,aan,Critically endangered,6,-2.7674,-49.2297
Arabana,Australia,ard,Critically endangered,6,-28.6134,135.8349
Ipai,United States of America,dih,Critically endangered,6,32.9359,-116.868
Karaim (Western Ukraine),Ukraine,kdr,Critically endangered,6,50.7538,25.3351
Kings River Yokuts,United States of America,yok,Critically endangered,6,36.9104,-118.9261
Korana,South Africa,kqz,Critically endangered,6,-26.9352,24.1254
Mangarrayi,Australia,mpc,Critically endangered,6,-14.8067,133.8793
Northern Sierra Miwok,United States of America,nsq,Critically endangered,6,38.4008,-120.5351
Abaga,Papua New Guinea,abg,Critically endangered,5,-6.1883,145.5976
"Aleut (Western, Commander Islands)",Russian Federation,ale,Critically endangered,5,55.171,166.094
Aqaw Gelao,China,gio,Critically endangered,5,28.7447,106.0714
Aveteian,Vanuatu,None,Critically endangered,5,-16.3985,167.4213
Central Selkup,Russian Federation,sel,Critically endangered,5,59.8903,82.0129
Cocama-Cocamilla (Brazil),Brazil,cod,Critically endangered,5,-1.8043,-66.5332
Dyirbal,Australia,dbl,Critically endangered,5,-18.0205,145.4809
Gamilaraay,Australia,kld,Critically endangered,5,-29.7929,149.7106
Great andamanese,India,akj,Critically endangered,5,12.2326,92.9031
Guató,Brazil,gta,Critically endangered,5,-17.644,-57.6562
Holikachuk,United States of America,hoi,Critically endangered,5,64.2254,-155.3027
Iduh (Viet Nam),Viet Nam,None,Critically endangered,5,19.4162,104.487
Isarog Agta,Philippines,agk,Critically endangered,5,13.6805,123.3805
Itonama,Bolivia (Plurinational State of),ito,Critically endangered,5,-13.6246,-63.5668
Juma,Brazil,jua,Critically endangered,5,-7.4496,-63.8195
Kalispel,United States of America,fla,Critically endangered,5,48.2549,-117.2174
Kanoê,Brazil,kxo,Critically endangered,5,-13.1222,-61.051
Liki,Indonesia,lio,Critically endangered,5,-1.6202,138.738
Luiseño,United States of America,lui,Critically endangered,5,33.4622,-117.1269
Lushootseed,United States of America,lut,Critically endangered,5,47.6074,-122.5681
Manchurian Kirghiz,China,None,Critically endangered,5,47.8,124.2
Mansim,Indonesia,had,Critically endangered,5,-0.9008,134.0441
Naman,Vanuatu,lzl,Critically endangered,5,-16.1216,167.4337
Nasarian,Vanuatu,nvh,Critically endangered,5,-16.3517,167.4659
Navwien,Vanuatu,None,Critically endangered,5,-16.469,167.4975
Ndai,Cameroon,gke,Critically endangered,5,8.399,14.1641
Ngalakan,Australia,nig,Critically endangered,5,-14.5729,134.4946
Nivat,Vanuatu,None,Critically endangered,5,-16.1302,167.3835
Niviar,Vanuatu,None,Critically endangered,5,-16.1302,167.3945
Olrat,Vanuatu,None,Critically endangered,5,-14.2796,167.4302
Oro Win,Brazil,orw,Critically endangered,5,-11.6683,-65.1379
Paunaca,Bolivia (Plurinational State of),None,Critically endangered,5,-16.573,-61.4355
Resígaro,Peru,rgr,Critically endangered,5,-2.7674,-71.7187
Sorsorian,Vanuatu,None,Critically endangered,5,-16.4709,167.6499
Southern Selkup,Russian Federation,sel,Critically endangered,5,58.6626,85.8581
Tuzantec,Mexico,None,Critically endangered,5,15.1455,-92.4232
Umbrul,Vanuatu,None,Critically endangered,5,0,0
Vano,Solomon Islands,vnk,Critically endangered,5,-11.6286,166.8383
Wunambal,Australia,wub,Critically endangered,5,-15.6124,125.0024
Yuchi,United States of America,yuc,Critically endangered,5,36.0009,-96.0988
Bonerif,Indonesia,bnv,Critically endangered,4,-2.1088,139.2352
Coeur d'Alene,United States of America,crd,Critically endangered,4,43.3433,-116.8873
Dharawal,Australia,tbh,Critically endangered,4,-34.7235,150.5786
Guranalum,Papua New Guinea,None,Critically endangered,4,-4.3464,152.8417
Lengilu,Indonesia,lgi,Critically endangered,4,3.7327,115.8728
Njerep,Cameroon,None,Critically endangered,4,6.4572,11.2884
Ouma,Papua New Guinea,oum,Critically endangered,4,-10.233,149.1
Paakantyi,Australia,drl,Critically endangered,4,-31.5598,143.3935
Saponi,Indonesia,spi,Critically endangered,4,-2.4025,136.5037
Tanema,Solomon Islands,tnw,Critically endangered,4,-11.6986,166.9111
Tehuelche,Argentina,teh,Critically endangered,4,-51.5087,-70.3125
Totoró,Colombia,ttk,Critically endangered,4,2.504,-76.4016
Waanyi,Australia,gbc,Critically endangered,4,-17.7486,138.2739
Worrorra,Australia,unp,Critically endangered,4,-16.4887,124.6289
Awakatek (Mexico),Mexico,None,Critically endangered,3,19.3481,-90.7177
Baldemu,Cameroon,bdn,Critically endangered,3,10.5742,14.5623
Bung,Cameroon,bqd,Critically endangered,3,6.5718,11.8267
Canichana,Bolivia (Plurinational State of),caz,Extinct,3,-14.5835,-64.9731
Central Pomo,United States of America,poo,Critically endangered,3,38.9704,-123.6893
Central Sierra Miwok,United States of America,csm,Critically endangered,3,37.962,-120.2384
Chemehuevi,United States of America,ute,Critically endangered,3,34.0138,-114.2146
Kiowa Apache,United States of America,apk,Critically endangered,3,35.1018,-98.6033
Konkow,United States of America,mjd,Critically endangered,3,39.467,-121.5155
Lake Miwok,United States of America,lmw,Critically endangered,3,38.6426,-122.3849
Mabiri,Chad,muj,Critically endangered,3,12.1682,18.7275
Mescalero-Chiricahua Apache (Oklahoma),United States of America,apm,Critically endangered,3,34.8986,-98.3589
Northern Pomo,United States of America,pej,Critically endangered,3,39.4143,-123.3502
Sabanê,Brazil,sae,Critically endangered,3,-12.5277,-59.6859
Southern Pomo,United States of America,peq,Critically endangered,3,38.7048,-122.8971
Southern Sierra Miwok,United States of America,skd,Critically endangered,3,37.6148,-119.789
Tubatulabal,United States of America,tub,Critically endangered,3,35.6444,-118.5183
Tuscarora (United States of America),United States of America,tus,Critically endangered,3,43.0877,-79.0627
Ura,Vanuatu,None,Critically endangered,3,-18.654,169.074
Andoa (Peru),Peru,anb,Critically endangered,2,-2.6796,-76.2011
Arikapu,Brazil,ark,Critically endangered,2,-12.0527,-64.7259
Aurê-Aurá,Brazil,aux,Critically endangered,2,-2.9649,-46.2084
Baré (Brazil),Brazil,"bae, mht",Critically endangered,2,0.4394,-68.2031
Cayuvava,Bolivia (Plurinational State of),cyb,Critically endangered,2,-12.7903,-65.3247
Gajerrong,Australia,gdh,Critically endangered,2,-15.222,128.6059
Ganggalidda,Australia,gcd,Critically endangered,2,-17.1001,138.3618
Guarasu,Brazil,None,Critically endangered,2,-13.4724,-61.0427
Klallam,United States of America,clm,Critically endangered,2,47.8475,-122.585
Kujubim,Brazil,None,Critically endangered,2,-11.9963,-64.7534
Kunjen,Australia,kjn,Critically endangered,2,-16.1316,142.207
Kuruáya,Brazil,kyr,Critically endangered,2,-5.0033,-53.9208
Lemerig,Vanuatu,vlr,Critically endangered,2,-13.7473,167.4096
Luri,Nigeria,ldd,Critically endangered,2,9.9255,9.5965
Maidu,United States of America,nmu,Critically endangered,2,40.4134,-120.6738
Oneida (New York),United States of America,one,Critically endangered,2,43.0778,-75.6622
Poyanawa,Brazil,pyn,Critically endangered,2,-7.6238,-73.2568
Puruborá,Brazil,pur,Critically endangered,2,-12.3292,-64.2919
Salamãy,Brazil,mnd,Critically endangered,2,-8.7602,-63.9074
Sambe,Nigeria,None,Critically endangered,2,8.6027,8.3825
Spokane,United States of America,spo,Critically endangered,2,47.9286,-118.0165
Tharkarri,Australia,dhl,Critically endangered,2,-24.148,114.6533
Vacacocha,Peru,ash,Critically endangered,2,-2.0869,-74.5092
Wangaaybuwan,Australia,wyb,Critically endangered,2,-31.1093,144.9975
Xipáya,Brazil,xiy,Critically endangered,2,-4.3902,-53.9648
Apiaká,Brazil,api,Critically endangered,1,-11.1519,-57.3113
Bikya,Cameroon,byb,Critically endangered,1,6.8309,10.0277
Bishuo,Cameroon,bwh,Critically endangered,1,6.9032,10.0991
Chaná,Argentina,None,Critically endangered,1,-31.8402,-60.5786
Dampel,Indonesia,None,Critically endangered,1,0.7923,120.2494
Diahói,Brazil,pah,Critically endangered,1,-7.9939,-62.1936
Kaixána,Brazil,None,Critically endangered,1,-2.0649,-67.4121
Lae,Papua New Guinea,None,Extinct,1,-6.6318,147.181
Laua,Papua New Guinea,luf,Critically endangered,1,-10.1824,149.2053
Patwin,United States of America,wit,Critically endangered,1,38.7608,-122.0354
Pazeh,China,uun,Critically endangered,1,24.2469,120.7727
Pémono,Venezuela (Bolivarian Republic of),pev,Critically endangered,1,5.6487,-65.8081
Taushiro,Peru,trr,Critically endangered,1,-3.2502,-75.8935
Tinigua,Colombia,tit,Critically endangered,1,2.3833,-73.6413
Tolowa,United States of America,tol,Critically endangered,1,41.9566,-124.1915
Uru,Bolivia (Plurinational State of),ure,Extinct,1,-16.5519,-68.6645
Volow,Vanuatu,mlv,Critically endangered,1,-13.6433,167.7159
Wintu-Nomlaki,United States of America,wit,Critically endangered,1,39.8637,-122.0822
Yahgan,Chile,yag,Critically endangered,1,-55.0028,-67.4615
Yarawi,Papua New Guinea,sue,Critically endangered,1,-7.9001,147.6411
!Gan!ne,South Africa,kqu,Extinct,0,-31.3911,26.6748
Aasax,United Republic of Tanzania,aas,Extinct,0,-5.1948,37.738
Ahom,India,aho,Extinct,0,26.5393,92.5378
Ainu (Kuril),Russian Federation,ain,Extinct,0,46.8882,152.0068
Ainu (Sakhalin),Russian Federation,ain,Extinct,0,47.3983,142.2949
Akkala Saami,Russian Federation,sia,Extinct,0,67.5809,31.668
Alderney French,United Kingdom of Great Britain and Northern Ireland,None,Extinct,0,49.7098,-2.2075
Amanayé,Brazil,ama,Extinct,0,-3.7327,-49.1088
Andoa (Ecuador),Ecuador,anb,Extinct,0,-2.3341,-76.5016
Andro,India,None,Extinct,0,24.8415,94.0539
Antoniano,United States of America,sln,Extinct,0,35.9717,-121.1757
Aore,Vanuatu,aor,Extinct,0,-15.5767,167.1638
Apolista,Bolivia (Plurinational State of),None,Extinct,0,-14.4027,-68.6206
Arapaho (Oklahoma),United States of America,arp,Extinct,0,35.602,-97.9712
Arapáso,Brazil,arj,Extinct,0,0,-66
Aribwatsa,Papua New Guinea,laz,Extinct,0,-6.6523,147.2291
Arin,Russian Federation,None,Extinct,0,56.2982,91.7468
Arman,Russian Federation,eve,Extinct,0,59.6732,150.1391
Arta,Philippines,atz,Extinct,0,16.4225,121.7042
Atacameño,"Argentina, Bolivia (Plurinational State of), Chile",kuz,Extinct,0,-22.7559,-68.247
Atsugewi,United States of America,atw,Extinct,0,40.8824,-122.6661
Babuza,China,bzg,Extinct,0,24.01,120.623
Badala,Australia,None,Critically endangered,0,-25.285,153.1054
Baga Kalem,Guinea,None,Extinct,0,10.4013,-14.3151
Baga Mboteni,Guinea,bgm,Critically endangered,0,10.7415,-14.5513
Barbareño,United States of America,boi,Extinct,0,34.4227,-119.7039
Barzani Jewish Neo-Aramaic (Iraq),Iraq,bjf,Extinct,0,36.2619,43.9892
Basay,China,byq,Extinct,0,25.1378,121.6543
Baygo,Sudan,byg,Extinct,0,11.7436,24.6423
Berakou,Chad,bxv,Extinct,0,12.8492,15.032
Berti,Sudan,byt,Extinct,0,14.6898,25.9524
Bina,Papua New Guinea,bmn,Extinct,0,-10.2365,149.6063
Birgid,Sudan,brk,Extinct,0,14.8598,25.0103
Boro,"Ethiopia, Togo",None,Extinct,0,8.6244,0.6262
Cacaopera,Nicaragua,ccr,Extinct,0,13.4109,-87.8741
Cape Khoekhoe,South Africa,naq,Extinct,0,-34.4522,19.7314
Cappadocian Greek (Turkey),Turkey,cpg,Extinct,0,38.048,32.6953
Catawba,United States of America,chc,Extinct,0,34.9361,-81.0272
Cayuga (Oklahoma),United States of America,cay,Extinct,0,36.6302,-94.6441
Cayuse,United States of America,xcy,Extinct,0,44.9647,-118.5424
Central Kalapuyan,United States of America,kyl,Extinct,0,43.8,-123.06
Chairel,India,None,Extinct,0,24.976,94.2407
Cholon,Peru,cht,Extinct,0,-8.8633,-76.1791
Coptic,Egypt,cop,Extinct,0,26.8915,29.0959
Cowlitz,United States of America,cow,Extinct,0,46.132,-122.8642
Culle,Peru,None,Extinct,0,-8.1951,-78.294
Cuman,Hungary,None,Extinct,0,46.5815,19.6765
Cupeño,United States of America,cup,Extinct,0,33.364,-117.0756
Dalmatian,Croatia,dlm,Extinct,0,45.0599,14.5719
Deti,Botswana,shg,Extinct,0,-20.9614,24.461
Dharug,Australia,nil,Critically endangered,0,-34.0344,150.9301
Dhurga,Australia,dhu,Critically endangered,0,-35.4964,150.249
Dicamay Agta,Philippines,duy,Extinct,0,16.6998,122.0167
Dorasque,Panama,None,Extinct,0,0,0
Dororo,Solomon Islands,drr,Extinct,0,-8.2169,157.3901
Duli,Cameroon,duz,Extinct,0,9.3813,13.5708
Dungidjau,Australia,None,Extinct,0,-26.5885,152.2705
Dura,Nepal,drq,Extinct,0,28.2898,84.4519
Eastern Abenaki,United States of America,aaq,Extinct,0,44.9423,-68.7328
Eastern Kamchadal,Russian Federation,None,Extinct,0,56.511,161.0156
Eastern Pomo,United States of America,peb,Extinct,0,39.0461,-122.9211
Eel River Athabaskan,United States of America,wlk,Extinct,0,40.188,-123.6477
Eliri,Sudan,eli,Severely endangered,0,4.5706,30.858
Elmolo,Kenya,elo,Extinct,0,2.7212,36.7326
Eotile,Côte d'Ivoire,eot,Extinct,0,5.2495,-3.3233
Eyak,United States of America,eya,Extinct,0,60.2165,-143.3935
Gaagudju,Australia,gbu,Extinct,0,-12.2755,132.6379
Gafat,Ethiopia,gft,Extinct,0,10.6768,35.8264
Garífuna (Nicaragua),Nicaragua,cab,Critically endangered,0,12.5666,-83.7166
Ge'ez,Ethiopia,gez,Extinct,0,8.9936,38.7597
Getmata,Papua New Guinea,get,Extinct,0,-5.8346,149.0405
Gey,Cameroon,guv,Extinct,0,9.384,13.5296
Gothic,Ukraine,None,Extinct,0,44.653,33.8598
Guanche,Spain,None,Extinct,0,27.9264,-15.6774
Gule,Sudan,gly,Extinct,0,10.0986,34.1235
Guliguli,Solomon Islands,gli,Extinct,0,-8.2114,157.4615
Gününa Küne,Argentina,pue,Extinct,0,-43.4848,-68.1591
Gyasumdo,Nepal,None,Definitely endangered,0,28.5969,84.2253
Hanis,United States of America,csz,Extinct,0,43.406,-124.2402
Hoanya,China,ppu,Extinct,0,23.5665,120.3826
Homa,Sudan,hom,Extinct,0,5.5011,27.3779
Horo,Chad,hor,Extinct,0,9.239,18.3444
Hpun,Myanmar,hpo,Extinct,0,24.65,97.0666
Huitoto (Brazil),Brazil,"hto, huu, hux",Extinct,0,-2.3723,-66.0937
Hukumina,Indonesia,huw,Extinct,0,-3.1514,126.2713
Huron-Wyandot (United States of America),United States of America,wya,Extinct,0,36.7923,-94.7229
Ifo,Vanuatu,iff,Extinct,0,-18.6605,169.1434
Ineseño,United States of America,inz,Extinct,0,34.5942,-120.1371
Island Carib,Dominica,crb,Extinct,0,15.4325,-61.2817
Island Chumash,United States of America,crz,Extinct,0,34.3821,-119.4574
Jorá,Bolivia (Plurinational State of),jor,Critically endangered,0,-14.0246,-63.3581
Judeo-Berber (Morocco),Morocco,jbe,Extinct,0,30.822,-6.8005
Kamas,Russian Federation,"xas, zkb",Extinct,0,57.9964,92.8784
Kamas Turk,Russian Federation,kjh,Extinct,0,58.109,92.7101
Kaniet,Papua New Guinea,ktk,Extinct,0,-0.898,145.5441
Kansa,United States of America,ksk,Extinct,0,36.7657,-96.8652
Karaim (Crimea),Ukraine,kdr,Extinct,0,45.058,33.9477
Karami,Papua New Guinea,xar,Extinct,0,-7.1335,143.8659
Karelian (Valday),Russian Federation,krl,Extinct,0,58.0284,33.3215
Katabaga,Philippines,ktq,Extinct,0,13.4366,122.5569
Kato,United States of America,ktw,Extinct,0,39.677,-123.4944
Kayeli,Indonesia,kzl,Extinct,0,-3.39,127.1008
Kazukuru,Solomon Islands,kzk,Extinct,0,-8.1598,157.4629
Kede,Angola,None,Extinct,0,-17.1617,16.1059
Kemi Saami,Finland,None,Extinct,0,67.0631,27.6635
Kenaboi,Malaysia,None,Extinct,0,3.1129,102.0322
Kerek,Russian Federation,krk,Extinct,0,62.5996,176.9183
Ketangalan,China,kae,Extinct,0,25.0433,121.4813
Khaccaḍ Bhoṭe,Nepal,None,Definitely endangered,0,28.1113,85.3674
Kilit,Azerbaijan,None,Extinct,0,38.9455,46.0989
Kinare,Kenya,None,Extinct,0,-0.725,37.2436
Klamath-Modoc,United States of America,kla,Extinct,0,42.5767,-121.8637
Konomihu,United States of America,sht,Extinct,0,41.2583,-123.3216
Kore,Kenya,None,Extinct,0,-2.2845,40.9185
Kott,Russian Federation,None,Extinct,0,56.3013,94.5318
Krenjê,Brazil,xre,Extinct,0,-2.5644,-46.6589
Krevin,Latvia,None,Extinct,0,56.35,24.2907
Kulun,China,uun,Extinct,0,24.9823,121.3591
Kurtjar,Australia,gdj,Extinct,0,-18.0623,140.4052
Kw'adza,United Republic of Tanzania,wka,Extinct,0,-5.3753,35.8621
Kwadi,Angola,kwz,Extinct,0,-15.2523,12.2277
Kwisi,Angola,None,Extinct,0,-16.7309,13.0572
Kyakala,China,None,Extinct,0,45.3819,128.7597
Laghu,Solomon Islands,lgb,Extinct,0,-7.6157,158.7359
Langthang Tibetan,Nepal,None,Definitely endangered,0,28.21,85.5697
Lenca,"El Salvador, Honduras",len,Extinct,0,13.6459,-87.0996
Li-Ngbee,Democratic Republic of the Congo,jgb,Extinct,0,2.4931,28.059
Liliali,Indonesia,kzl,Extinct,0,-3.39,127.1008
Lipan,United States of America,apl,Extinct,0,33.1513,-105.799
Lishan Didan (Iran),Iran (Islamic Republic of),trg,Extinct,0,37.9615,44.6044
Lishana Deni (Iraq),Iraq,lsd,Extinct,0,36.9279,42.5115
Lishanid Noshan (Iraq),Iraq,aij,Extinct,0,36.1777,44.165
Loke Tibetan,Nepal,None,Definitely endangered,0,28.82,83.7721
Lorkoti,Kenya,None,Extinct,0,-0.4943,37.359
Lower Chehalis,United States of America,cea,Extinct,0,46.3227,-123.9724
Mahigi,Papua New Guinea,None,Extinct,0,-7.6688,143.0227
Máku,Brazil,None,Extinct,0,4.0615,-61.831
Malin,Myanmar,None,Extinct,0,24.57,94.56
Mapia,Indonesia,mpy,Extinct,0,0.8321,134.3023
Maragus,Vanuatu,mrs,Extinct,0,-16.0405,167.2778
Marrgu,Australia,mhg,Extinct,0,-11.3292,132.0227
Matagalpa,Nicaragua,mtn,Extinct,0,12.9517,-85.4381
Mator,Russian Federation,None,Extinct,0,54.0593,95.4492
Mattole,United States of America,mvb,Extinct,0,39.1375,-123.6931
Miami-Illinois,United States of America,mia,Extinct,0,36.8866,-94.8775
